worker_id,platform,worker_type,location,age,experience_months,working_hours,daily_income,avg_daily_distance_km,weather_risk,traffic_risk,area_risk,night_work_ratio,historical_incidents,safety_score,days_active_last_30,previous_claims,avg_trip_duration_min,risk_score,risk_level,recommended_premium
W01363,Uber,Courier,Bengaluru,29,39,10.4,1168.0,124.0,0.395,0.413,0.117,0.587,0,0.679,24,1,35.0,0.4304,MEDIUM,11.78
W01364,Zomato,Quick_Commerce,Delhi,48,27,4.8,1142.0,55.6,0.285,0.166,0.555,0.223,0,0.737,6,1,29.2,0.3093,LOW,8.91
W01365,Ola,Delivery,Hyderabad,44,54,10.8,1620.0,104.1,0.522,0.414,0.36,0.254,2,0.683,10,0,33.7,0.4794,MEDIUM,13.26
W01366,Swiggy,Delivery,Mumbai,34,89,10.3,1289.0,60.0,0.135,0.578,0.319,0.148,0,1.0,14,1,38.2,0.3176,LOW,10.57
W01367,Uber,Delivery,Mumbai,53,47,10.3,1168.0,113.4,0.106,0.676,0.243,0.109,0,0.868,13,0,20.8,0.3566,MEDIUM,10.8
W01368,Ola,Quick_Commerce,Pune,45,56,6.4,1115.0,88.5,0.396,0.521,0.68,0.26,1,0.719,9,0,12.3,0.4726,MEDIUM,13.78
W01369,Amazon,Courier,Delhi,23,39,8.2,902.0,34.2,0.395,0.482,0.294,0.303,0,0.615,21,0,29.4,0.3712,MEDIUM,11.73
W01370,Blinkit,Courier,Hyderabad,34,33,8.9,664.0,44.0,0.106,0.584,0.231,0.153,1,0.501,15,0,34.8,0.331,MEDIUM,10.66
W01371,Amazon,Delivery,Delhi,49,66,6.8,1335.0,32.9,0.078,0.697,0.021,0.053,1,0.505,27,0,34.7,0.2736,LOW,11.1
W01372,Uber,Courier,Thane,38,24,8.6,1547.0,116.9,0.361,0.491,0.411,0.332,0,0.672,13,0,35.8,0.4431,MEDIUM,12.61
W01373,Ola,Ride_Hailing,Hyderabad,21,85,5.4,1250.0,40.9,0.238,0.305,0.519,0.152,1,0.656,19,0,35.9,0.3237,LOW,10.18
W01374,Uber,Quick_Commerce,Mumbai,47,11,11.7,1298.0,72.1,0.151,0.542,0.354,0.185,0,0.57,19,0,16.3,0.3772,MEDIUM,11.91
W01375,Amazon,Ride_Hailing,Mumbai,36,22,12.6,790.0,82.2,0.459,0.695,0.464,0.128,0,0.667,13,0,25.9,0.4864,MEDIUM,11.66
W01376,Amazon,Delivery,Bengaluru,27,73,6.3,891.0,92.8,0.234,0.559,0.283,0.175,1,0.645,15,2,22.6,0.3703,MEDIUM,10.53
W01377,Amazon,Delivery,Hyderabad,48,8,6.4,651.0,68.9,0.699,0.476,0.216,0.553,0,0.909,21,0,38.9,0.4406,MEDIUM,11.45
W01378,Zepto,Courier,Pune,51,40,5.2,1013.0,29.9,0.558,0.937,0.232,0.217,2,0.806,29,0,35.0,0.4573,MEDIUM,13.36
W01379,Ola,Ride_Hailing,Mumbai,40,37,11.6,1444.0,42.8,0.49,0.45,0.046,0.062,1,0.737,13,0,18.0,0.3454,MEDIUM,11.71
W01380,Ola,Delivery,Mumbai,45,90,4.6,856.0,48.2,0.512,0.32,0.49,0.076,0,0.727,15,1,36.2,0.3522,MEDIUM,11.43
W01381,Amazon,Delivery,Hyderabad,27,16,11.0,1074.0,10.0,0.423,0.489,0.445,0.369,0,0.958,5,0,14.8,0.3888,MEDIUM,10.24
W01382,Zomato,Delivery,Thane,46,44,11.3,1346.0,100.1,0.527,0.733,0.148,0.356,1,0.693,26,0,41.6,0.4979,MEDIUM,13.26
W01383,Uber,Courier,Delhi,52,45,6.2,1523.0,102.7,0.229,0.333,0.108,0.047,1,0.787,5,1,27.4,0.2762,LOW,9.82
W01384,Amazon,Delivery,Navi_Mumbai,27,79,10.8,524.0,47.5,0.643,0.22,0.364,0.383,1,0.689,11,0,44.0,0.4351,MEDIUM,11.54
W01385,Uber,Delivery,Thane,53,52,7.5,933.0,130.7,0.413,0.534,0.486,0.143,1,0.725,30,0,38.8,0.4648,MEDIUM,12.67
W01386,Zomato,Quick_Commerce,Delhi,21,13,6.5,842.0,81.3,0.272,0.649,0.539,0.285,2,0.602,19,0,25.5,0.4653,MEDIUM,11.94
W01387,Ola,Ride_Hailing,Bengaluru,34,84,11.9,793.0,114.7,0.168,0.071,0.249,0.081,1,0.557,23,0,29.3,0.3095,LOW,10.52
W01388,Uber,Delivery,Pune,20,15,7.5,966.0,112.2,0.429,0.546,0.213,0.366,2,0.552,13,0,42.0,0.4636,MEDIUM,10.61
W01389,Amazon,Delivery,Pune,35,67,3.6,418.0,80.3,0.518,0.576,0.132,0.193,0,0.589,21,1,23.3,0.375,MEDIUM,9.96
W01390,Amazon,Delivery,Pune,42,27,9.3,971.0,14.0,0.425,0.441,0.057,0.013,0,0.696,14,1,51.3,0.2804,LOW,9.34
W01391,Uber,Delivery,Delhi,51,12,9.6,1112.0,92.0,0.503,0.212,0.543,0.368,1,0.643,21,0,24.5,0.4586,MEDIUM,11.98
W01392,Ola,Delivery,Bengaluru,23,19,9.3,735.0,103.4,0.197,0.299,0.282,0.243,0,0.452,13,0,18.5,0.3519,MEDIUM,9.99
W01393,Amazon,Delivery,Delhi,51,91,6.6,931.0,62.2,0.598,0.406,0.391,0.616,0,0.822,16,1,20.2,0.4486,MEDIUM,11.46
W01394,Zepto,Quick_Commerce,Thane,55,94,9.8,1107.0,90.6,0.163,0.349,0.381,0.345,0,0.6,11,1,32.7,0.3664,MEDIUM,11.54
W01395,Zomato,Courier,Thane,20,58,5.9,1142.0,84.0,0.54,0.518,0.144,0.546,2,0.787,28,0,25.9,0.4439,MEDIUM,12.45
W01396,Blinkit,Courier,Delhi,54,78,7.6,528.0,51.6,0.564,0.696,0.681,0.227,0,0.701,11,0,11.8,0.5082,MEDIUM,12.21
W01397,Blinkit,Ride_Hailing,Delhi,52,87,5.2,1345.0,81.5,0.32,,0.147,0.116,3,0.818,23,0,20.9,0.346,MEDIUM,10.91
W01398,Blinkit,Delivery,Navi_Mumbai,19,34,9.1,1354.0,67.2,0.339,0.391,0.15,0.208,1,0.494,18,0,8.0,0.3569,MEDIUM,12.09
W01399,Swiggy,Courier,Bengaluru,20,73,11.1,840.0,98.1,0.232,0.709,0.17,0.493,1,0.755,10,3,34.2,0.4414,MEDIUM,11.53
W01400,Uber,Quick_Commerce,Navi_Mumbai,45,50,4.0,1687.0,64.3,0.478,0.209,0.605,0.41,1,0.345,21,0,27.2,0.4368,MEDIUM,12.77
W01401,Zepto,Ride_Hailing,Navi_Mumbai,33,17,3.3,1260.0,60.1,0.183,0.633,0.267,0.432,1,1.0,8,0,18.2,0.3302,MEDIUM,10.81
W01402,Zomato,Delivery,Pune,27,52,10.6,1209.0,27.7,0.392,0.581,0.249,0.435,0,0.79,14,1,35.6,0.3938,MEDIUM,11.4
W01403,Uber,Delivery,Thane,33,5,6.2,1339.0,162.2,0.282,0.243,0.408,0.232,0,0.742,14,0,38.0,0.3772,MEDIUM,10.69
W01404,Uber,Ride_Hailing,Delhi,30,59,6.2,738.0,69.2,0.386,0.172,0.333,0.614,1,0.938,7,0,30.4,0.3559,MEDIUM,11.11
W01405,Zomato,Ride_Hailing,Hyderabad,55,25,8.6,976.0,45.4,0.589,0.647,0.272,0.327,2,0.617,10,0,23.0,0.4805,MEDIUM,12.59
W01406,Zomato,Delivery,Hyderabad,27,10,7.9,1316.0,106.1,0.531,0.429,0.36,0.241,0,,6,0,28.4,0.4328,MEDIUM,11.37
W01407,Uber,Courier,Pune,21,68,4.2,821.0,91.5,0.217,0.748,0.393,0.06,0,0.905,24,0,22.8,0.3569,MEDIUM,10.1
W01408,Amazon,Ride_Hailing,Thane,49,34,10.6,977.0,104.2,0.193,0.067,0.27,0.748,0,0.722,5,0,15.1,0.3553,MEDIUM,10.2
W01409,Swiggy,Ride_Hailing,Pune,49,43,4.8,1310.0,107.9,0.267,0.562,0.236,0.193,1,0.834,10,0,19.3,0.3568,MEDIUM,12.5
W01410,Zomato,Delivery,Mumbai,51,9,11.3,1208.0,123.4,0.722,0.062,0.51,0.109,2,0.82,9,0,32.2,0.4749,MEDIUM,12.99
W01411,Swiggy,Quick_Commerce,Delhi,54,8,10.6,1107.0,47.7,0.355,0.126,0.189,0.336,1,0.741,5,0,21.2,0.3123,LOW,10.68
W01412,Ola,Quick_Commerce,Pune,19,89,4.7,1122.0,90.1,0.053,0.521,0.101,0.126,2,0.735,5,0,8.0,0.2793,LOW,9.98
W01413,Zomato,Delivery,Mumbai,47,58,10.6,1039.0,29.7,0.489,0.394,0.176,0.577,0,0.722,5,0,28.7,0.3921,MEDIUM,10.59
W01414,Zepto,Ride_Hailing,Pune,28,39,9.6,1398.0,74.3,0.47,0.578,0.425,0.52,2,0.8,9,0,43.6,0.5039,MEDIUM,12.68
W01415,Blinkit,Quick_Commerce,Bengaluru,34,64,12.8,1832.0,108.5,0.328,0.66,0.319,0.486,1,0.554,18,0,28.1,0.5087,MEDIUM,12.9
W01416,Zepto,Courier,Thane,35,70,10.1,1202.0,53.7,0.205,0.277,0.091,0.253,0,0.921,15,0,23.9,0.2512,LOW,9.33
W01417,Blinkit,Delivery,Navi_Mumbai,55,11,6.9,1549.0,163.1,0.02,0.456,0.158,0.56,1,0.562,19,1,34.7,0.3859,MEDIUM,11.03
W01418,Ola,Courier,Hyderabad,37,89,9.2,947.0,85.6,0.296,0.348,0.603,0.314,1,0.729,25,0,22.9,0.4281,MEDIUM,11.81
W01419,Amazon,Ride_Hailing,Delhi,26,63,9.6,861.0,21.6,0.164,0.34,0.391,0.089,1,0.714,20,0,24.8,0.2936,LOW,9.97
W01420,Ola,Delivery,Bengaluru,21,30,10.5,824.0,109.7,0.14,,0.073,0.049,0,0.843,23,1,19.9,0.3081,LOW,8.83
W01421,Amazon,Delivery,Pune,40,26,7.7,779.0,162.7,0.483,0.503,0.438,0.238,0,0.708,18,0,26.4,0.4874,MEDIUM,11.84
W01422,Amazon,Delivery,Pune,49,9,11.3,997.0,10.0,0.508,0.633,0.111,0.329,0,0.535,17,1,22.8,0.4044,MEDIUM,11.11
W01423,Blinkit,Delivery,Pune,44,25,5.9,1410.0,,0.182,0.644,0.556,0.141,2,0.975,26,0,27.1,0.4156,MEDIUM,11.12
W01424,Blinkit,Ride_Hailing,Pune,53,33,12.6,1451.0,50.4,0.454,0.776,0.4,0.303,1,0.393,12,1,22.8,0.5241,MEDIUM,13.11
W01425,Zomato,Quick_Commerce,Thane,19,21,6.1,922.0,83.1,0.176,0.486,0.475,0.136,1,0.769,27,0,26.1,0.3566,MEDIUM,11.04
W01426,Zepto,Delivery,Mumbai,33,65,3.4,987.0,39.2,0.592,0.249,0.203,0.114,0,0.691,26,1,43.1,0.2988,LOW,10.57
W01427,Blinkit,Courier,Bengaluru,41,25,5.0,1099.0,,0.307,0.468,0.509,0.398,0,0.859,28,0,29.4,0.4124,MEDIUM,11.51
W01428,Amazon,Delivery,Pune,50,48,12.3,1182.0,73.9,0.515,0.51,0.261,0.435,0,0.663,24,0,32.3,0.4605,MEDIUM,12.55
W01429,Zomato,Ride_Hailing,Pune,29,54,10.9,1305.0,125.6,0.347,0.484,0.321,0.45,0,0.729,20,0,17.8,0.4533,MEDIUM,10.87
W01430,Zepto,Courier,Delhi,43,8,7.4,960.0,49.0,0.184,0.213,0.453,0.57,0,0.941,27,1,30.8,0.3155,LOW,9.95
W01431,Ola,Courier,Navi_Mumbai,25,17,12.1,1030.0,77.8,0.371,0.546,0.262,0.244,0,0.809,29,0,29.9,0.4035,MEDIUM,11.37
W01432,Zomato,Quick_Commerce,Hyderabad,40,7,5.5,1574.0,10.0,0.246,0.297,0.478,0.368,0,0.793,16,0,41.3,0.2977,LOW,11.32
W01433,Zomato,Quick_Commerce,Pune,47,67,5.3,1002.0,175.9,0.314,0.124,0.349,0.056,0,0.815,21,0,40.8,0.3283,LOW,10.98
W01434,Ola,Delivery,Pune,49,68,4.3,899.0,152.2,0.443,0.472,0.374,0.406,0,0.714,15,0,30.3,0.4515,MEDIUM,10.84
W01435,Uber,Delivery,Pune,35,13,7.4,1070.0,161.3,0.114,0.633,0.735,0.33,1,0.594,10,0,34.9,0.5143,MEDIUM,12.07
W01436,Swiggy,Ride_Hailing,Thane,35,71,8.1,1127.0,138.7,0.271,0.564,0.066,0.23,1,0.8,28,0,32.6,0.3771,MEDIUM,11.74
W01437,Uber,Delivery,Thane,51,78,4.5,561.0,64.3,0.379,0.543,0.602,0.549,1,0.732,27,1,17.6,0.4637,MEDIUM,11.59
W01438,Blinkit,Delivery,Thane,38,11,4.1,945.0,83.5,0.232,0.16,0.551,0.211,1,,7,0,15.6,0.3071,LOW,9.64
W01439,Uber,Delivery,Thane,31,12,6.9,1247.0,95.2,0.541,0.234,0.546,0.42,0,0.919,22,0,31.2,0.4258,MEDIUM,11.39
W01440,Amazon,Courier,Thane,28,77,5.3,1802.0,98.1,0.595,0.702,0.149,0.167,1,0.713,6,0,8.0,0.4418,MEDIUM,11.55
W01441,Zepto,Courier,Thane,45,30,8.7,915.0,46.7,0.089,0.757,0.448,0.108,1,0.857,21,0,29.5,0.364,MEDIUM,10.94
W01442,Ola,Quick_Commerce,Hyderabad,45,34,8.2,1368.0,44.9,0.542,0.48,0.676,0.199,0,0.912,9,0,23.8,0.4428,MEDIUM,11.52
W01443,Amazon,Quick_Commerce,Navi_Mumbai,38,57,4.6,1163.0,38.2,0.144,0.271,0.333,0.177,0,0.682,14,0,31.4,0.2432,LOW,9.64
W01444,Ola,Delivery,Bengaluru,24,7,3.1,1506.0,70.1,0.421,0.483,0.169,0.45,1,0.666,24,0,29.1,0.3721,MEDIUM,12.62
W01445,Swiggy,Delivery,Navi_Mumbai,24,43,9.4,883.0,73.8,0.618,0.209,0.71,0.168,1,0.679,20,0,23.5,0.4731,MEDIUM,11.5
W01446,Swiggy,Quick_Commerce,Bengaluru,27,33,10.7,1486.0,69.2,0.55,0.334,0.301,0.226,0,0.672,20,0,21.0,0.4061,MEDIUM,12.64
W01447,Amazon,Quick_Commerce,Bengaluru,18,79,7.9,1591.0,93.8,0.123,0.307,0.596,0.221,1,0.564,11,1,35.1,0.3802,MEDIUM,10.89
W01448,Amazon,Delivery,Bengaluru,36,71,8.8,1606.0,36.6,0.171,0.47,0.131,0.156,3,0.561,27,0,34.0,0.3247,LOW,12.17
W01449,Zepto,Ride_Hailing,Navi_Mumbai,33,28,12.6,1600.0,55.1,0.562,0.371,0.608,0.142,0,0.728,22,0,44.1,0.4554,MEDIUM,13.15
W01450,Swiggy,Ride_Hailing,Mumbai,32,63,10.7,1167.0,58.4,0.159,0.382,0.156,0.504,1,0.785,30,1,29.3,0.3338,MEDIUM,10.58
W01451,Uber,Delivery,Navi_Mumbai,53,39,6.3,1305.0,113.7,0.321,0.236,0.273,0.167,0,0.88,11,0,16.2,0.3097,LOW,9.79
W01452,Swiggy,Delivery,Delhi,27,47,11.5,953.0,91.9,0.319,0.419,0.467,0.334,1,0.49,21,2,8.0,0.4625,MEDIUM,12.81
W01453,Swiggy,Ride_Hailing,Delhi,48,71,8.5,350.0,96.8,0.374,0.509,0.082,0.086,0,0.716,23,1,38.4,0.3429,MEDIUM,8.85
W01454,Zomato,Ride_Hailing,Delhi,25,27,8.2,1190.0,52.3,0.305,0.257,0.283,0.096,0,0.631,24,0,40.5,0.2949,LOW,10.31
W01455,Blinkit,Courier,Hyderabad,41,56,9.9,1044.0,86.4,0.483,0.546,0.174,0.238,0,0.8,16,0,24.9,0.404,MEDIUM,10.72
W01456,Swiggy,Ride_Hailing,Thane,50,41,7.3,1437.0,57.9,0.449,0.536,0.437,0.209,0,0.634,9,0,27.5,0.4155,MEDIUM,12.89
W01457,Amazon,Quick_Commerce,Pune,49,63,11.8,1402.0,59.1,0.593,0.223,0.091,0.092,1,0.648,23,0,43.6,0.3582,MEDIUM,11.3
W01458,Ola,Quick_Commerce,Pune,40,37,4.7,728.0,97.9,0.249,0.523,0.352,0.232,1,0.836,20,0,8.0,0.3638,MEDIUM,8.92
W01459,Zomato,Delivery,Thane,25,90,7.2,1919.0,62.4,0.289,0.522,0.191,0.153,0,1.0,13,0,28.1,0.2999,LOW,13.06
W01460,Ola,Quick_Commerce,Delhi,32,38,3.6,1236.0,81.3,0.253,0.497,0.203,0.374,1,0.675,29,0,26.2,0.3447,MEDIUM,11.17
W01461,Zepto,Ride_Hailing,Mumbai,34,11,10.1,651.0,75.6,0.372,0.302,0.476,0.759,2,0.727,7,1,21.4,0.4805,MEDIUM,12.66
W01462,Uber,Ride_Hailing,Hyderabad,50,48,5.7,700.0,43.9,0.12,0.238,0.311,0.261,1,0.397,17,0,43.3,0.286,LOW,9.18
W01463,Swiggy,Delivery,Mumbai,32,23,7.3,350.0,64.8,0.227,0.2,0.162,0.356,0,0.676,30,1,32.0,0.2756,LOW,9.28
W01464,Swiggy,Courier,Mumbai,49,44,11.9,1367.0,65.3,0.809,0.696,0.162,0.211,0,0.676,23,0,39.1,0.5065,MEDIUM,13.43
W01465,Zepto,Courier,Thane,54,89,4.9,916.0,71.6,0.06,0.655,0.149,0.116,1,0.882,28,0,20.3,0.2757,LOW,10.5
W01466,Swiggy,Delivery,Hyderabad,22,10,3.0,806.0,21.9,0.458,0.346,0.462,0.413,0,0.626,7,1,21.5,0.3603,MEDIUM,10.44
W01467,Blinkit,Delivery,Hyderabad,53,5,8.8,875.0,59.5,0.328,0.338,0.311,0.239,0,0.786,14,0,27.8,0.3331,MEDIUM,10.5
W01468,Uber,Delivery,Hyderabad,39,28,7.4,995.0,116.9,0.21,0.653,0.384,0.423,1,0.585,8,0,36.3,0.4581,MEDIUM,12.96
W01469,Zepto,Quick_Commerce,Bengaluru,40,42,3.5,1301.0,100.3,0.29,0.4,0.258,0.189,0,0.858,16,0,24.2,0.3065,LOW,10.51
W01470,Swiggy,Ride_Hailing,Hyderabad,29,13,6.0,524.0,71.0,0.201,0.318,0.367,0.215,2,0.864,19,0,21.4,0.3195,LOW,9.36
W01471,Amazon,Delivery,Pune,30,67,5.4,726.0,43.7,0.574,0.098,0.367,0.442,3,0.722,17,0,28.5,0.3924,MEDIUM,10.6
W01472,Blinkit,Quick_Commerce,Mumbai,38,58,5.6,1263.0,88.5,0.283,0.288,0.336,0.414,0,0.889,27,0,41.3,0.3295,LOW,12.53
W01473,Ola,Delivery,Pune,25,68,10.9,892.0,118.9,0.483,0.593,0.067,0.443,1,0.736,13,1,31.9,0.4653,MEDIUM,11.99
W01474,Zomato,Ride_Hailing,Thane,45,41,6.0,1304.0,138.1,0.445,0.4,0.482,0.257,0,0.87,23,0,27.0,0.43,MEDIUM,11.88
W01475,Amazon,Ride_Hailing,Thane,43,90,7.9,926.0,66.7,0.057,0.454,0.507,0.273,0,0.49,8,0,25.6,0.3562,MEDIUM,10.36
W01476,Uber,Ride_Hailing,Delhi,18,65,5.7,1651.0,47.9,0.23,0.426,0.244,0.47,1,0.797,21,1,40.1,0.3278,LOW,10.71
W01477,Ola,Ride_Hailing,Thane,26,89,12.5,1173.0,101.9,0.664,0.525,0.365,0.245,0,0.634,26,0,31.5,0.5129,MEDIUM,13.61
W01478,Uber,Delivery,Navi_Mumbai,37,9,10.7,1529.0,97.6,0.059,0.172,0.037,0.086,1,0.7,25,0,31.3,0.2353,LOW,10.37
W01479,Zomato,Ride_Hailing,Navi_Mumbai,46,65,7.2,1281.0,85.4,0.212,0.664,0.594,0.158,3,1.0,9,2,22.7,0.439,MEDIUM,10.92
W01480,Uber,Courier,Mumbai,29,34,10.3,1302.0,62.8,0.469,0.541,0.32,0.139,0,0.862,28,0,32.6,0.3964,MEDIUM,11.61
W01481,Zomato,Ride_Hailing,Delhi,51,19,6.1,837.0,39.2,0.382,0.279,0.285,0.307,1,0.8,7,0,17.9,0.3192,LOW,10.2
W01482,Swiggy,Courier,Bengaluru,38,18,3.8,1509.0,108.6,0.338,0.67,0.242,0.164,1,0.608,7,0,19.8,0.4013,MEDIUM,11.61
W01483,Uber,Ride_Hailing,Pune,38,19,7.3,1176.0,116.4,0.412,0.422,0.291,0.056,0,0.664,25,1,48.7,0.3788,MEDIUM,12.29
W01484,Swiggy,Quick_Commerce,Mumbai,22,9,8.6,766.0,72.4,0.032,0.83,0.515,0.361,2,0.761,7,1,43.3,0.4452,MEDIUM,11.18
W01485,Uber,Delivery,Bengaluru,41,44,6.5,362.0,144.9,0.082,0.423,0.073,0.077,0,0.823,21,1,39.7,0.2707,LOW,8.65
W01486,Amazon,Quick_Commerce,Pune,49,75,7.0,1149.0,93.3,0.202,0.258,0.104,0.252,0,0.696,10,0,43.5,0.273,LOW,10.94
W01487,Zomato,Delivery,Thane,26,45,10.1,1628.0,78.9,0.091,0.546,0.28,0.28,0,0.695,22,0,39.2,0.3466,MEDIUM,11.25
W01488,Swiggy,Delivery,Hyderabad,38,13,12.0,782.0,43.6,0.437,0.484,0.486,0.225,1,0.476,25,0,29.0,0.4627,MEDIUM,11.85
W01489,Swiggy,Delivery,Hyderabad,18,68,11.9,771.0,25.5,0.466,0.294,0.359,0.246,1,0.42,6,1,19.2,0.4063,MEDIUM,11.84
W01490,Ola,Delivery,Pune,26,17,8.8,989.0,67.1,0.552,0.434,0.329,0.24,0,0.685,10,0,38.3,0.4162,MEDIUM,11.42
W01491,Zomato,Courier,Pune,20,84,9.3,1485.0,97.9,0.096,0.469,0.19,0.319,2,0.86,24,0,29.8,0.3445,MEDIUM,11.77
W01492,Ola,Courier,Hyderabad,47,36,8.3,457.0,166.7,0.644,0.445,0.041,0.1,2,0.709,18,0,32.9,0.4589,MEDIUM,12.2
W01493,Swiggy,Quick_Commerce,Thane,55,1,6.7,872.0,87.4,0.685,0.337,0.254,0.28,1,0.752,5,1,35.5,0.4275,MEDIUM,11.33
W01494,Uber,Delivery,Navi_Mumbai,19,29,10.4,748.0,105.7,0.517,0.37,0.144,0.068,1,0.667,14,0,41.1,0.3949,MEDIUM,11.61
W01495,Uber,Courier,Pune,44,80,4.1,1297.0,56.0,0.243,0.329,0.37,0.501,0,0.426,8,3,31.5,0.35,MEDIUM,11.3
W01496,Ola,Quick_Commerce,Navi_Mumbai,40,89,11.9,1050.0,92.3,0.208,0.441,0.405,0.17,0,0.709,27,2,36.1,0.3826,MEDIUM,10.98
W01497,Ola,Delivery,Navi_Mumbai,44,41,5.8,979.0,87.7,0.325,0.305,0.331,0.261,1,0.778,21,0,20.4,0.3462,MEDIUM,10.64
W01498,Zepto,Ride_Hailing,Mumbai,37,95,5.2,1037.0,51.9,0.514,0.389,0.12,0.576,3,0.814,23,0,29.7,0.4,MEDIUM,10.05
W01499,Ola,Quick_Commerce,Thane,55,23,5.7,1375.0,131.8,0.073,0.53,0.415,0.308,1,0.762,27,0,24.0,0.382,MEDIUM,12.39
W01500,Zepto,Delivery,Navi_Mumbai,19,41,11.1,1493.0,80.3,0.263,0.213,0.102,0.236,2,0.661,11,2,18.1,0.3255,LOW,9.74
W01501,Ola,Ride_Hailing,Bengaluru,23,45,5.7,1459.0,123.7,0.613,0.674,0.32,0.494,0,0.464,27,0,28.0,0.5364,MEDIUM,13.14
W01502,Zomato,Quick_Commerce,Navi_Mumbai,27,20,9.1,1301.0,85.3,0.351,0.362,0.114,0.501,0,0.674,13,1,19.0,0.3666,MEDIUM,11.4
W01503,Zomato,Delivery,Thane,47,37,6.4,1584.0,73.4,0.369,0.577,0.626,0.053,1,0.608,13,0,39.8,0.441,MEDIUM,12.54
W01504,Uber,Ride_Hailing,Bengaluru,20,48,9.6,774.0,57.7,0.31,0.104,0.284,0.475,0,0.927,7,2,8.0,0.3033,LOW,9.13
W01505,Blinkit,Ride_Hailing,Navi_Mumbai,22,68,8.9,1236.0,72.7,0.37,0.273,0.075,0.284,0,0.345,5,0,18.4,0.3383,MEDIUM,11.1
W01506,Zomato,Quick_Commerce,Hyderabad,45,48,13.0,1922.0,136.3,0.587,0.537,0.273,0.164,0,0.535,15,1,18.0,0.5027,MEDIUM,14.26
W01507,Amazon,Courier,Mumbai,33,10,6.1,457.0,53.5,0.242,0.489,0.309,0.044,1,0.733,5,1,27.3,0.3139,LOW,8.9
W01508,Ola,Courier,Mumbai,44,45,6.5,913.0,108.3,0.348,0.181,0.175,0.15,0,0.833,14,1,21.8,0.2875,LOW,10.42
W01509,Amazon,Ride_Hailing,Hyderabad,31,82,5.0,737.0,74.1,0.179,0.209,0.598,0.17,0,0.49,9,2,33.5,0.3286,LOW,9.46
W01510,Blinkit,Ride_Hailing,Mumbai,21,2,7.6,1201.0,105.6,0.3,0.228,0.195,0.608,0,0.617,26,0,26.0,0.3668,MEDIUM,10.93
W01511,Uber,Ride_Hailing,Mumbai,40,96,11.4,1603.0,92.2,0.52,0.254,0.326,0.311,3,0.487,15,0,26.5,0.4766,MEDIUM,12.99
W01512,Zomato,Ride_Hailing,Delhi,22,13,5.1,1288.0,38.3,0.229,0.294,0.17,0.247,1,0.668,10,0,28.1,0.2636,LOW,9.85
W01513,Zepto,Delivery,Navi_Mumbai,36,1,12.6,1024.0,90.8,0.134,0.637,0.121,0.157,2,0.761,27,1,30.1,0.3724,MEDIUM,11.01
W01514,Uber,Quick_Commerce,Pune,51,14,3.1,1291.0,160.8,0.493,0.337,0.07,0.023,0,0.69,17,1,22.2,0.3371,MEDIUM,9.49
W01515,Zomato,Quick_Commerce,Navi_Mumbai,24,25,11.1,999.0,95.8,0.22,0.57,0.2,0.39,0,0.974,13,0,51.5,0.3737,MEDIUM,11.52
W01516,Amazon,Ride_Hailing,Navi_Mumbai,25,34,9.9,1168.0,117.4,0.244,0.76,0.416,0.206,2,0.686,23,0,24.1,0.4875,MEDIUM,12.64
W01517,Ola,Courier,Pune,54,80,12.1,1317.0,95.4,0.058,0.486,0.611,0.431,0,0.701,15,2,23.1,0.4295,MEDIUM,12.42
W01518,Swiggy,Quick_Commerce,Thane,29,56,8.2,1713.0,112.6,0.251,0.765,0.222,0.542,1,0.798,11,0,20.2,0.4578,MEDIUM,12.92
W01519,Ola,Delivery,Thane,32,62,9.8,1257.0,59.9,0.154,0.692,0.515,0.399,0,0.53,22,0,24.0,0.4419,MEDIUM,12.16
W01520,Ola,Delivery,Thane,44,85,3.5,1176.0,80.7,0.452,0.358,0.166,0.091,1,0.729,17,0,28.2,0.3175,LOW,12.32
W01521,Amazon,Delivery,Mumbai,22,13,6.9,1812.0,115.8,0.723,0.472,0.337,0.228,1,0.541,21,0,22.3,0.506,MEDIUM,14.01
W01522,Blinkit,Delivery,Pune,20,22,10.7,415.0,72.7,0.278,0.338,0.331,0.331,2,0.64,14,0,25.1,0.3979,MEDIUM,9.87
W01523,Zomato,Ride_Hailing,Pune,50,93,4.1,1068.0,122.5,0.13,0.191,0.114,0.082,0,0.757,12,0,25.9,0.2218,LOW,9.53
W01524,Zomato,Delivery,Mumbai,54,75,10.8,841.0,49.9,0.673,0.683,0.426,0.049,0,0.674,8,0,39.9,0.4849,MEDIUM,11.82
W01525,Blinkit,Delivery,Pune,55,6,6.1,1017.0,87.1,0.412,0.677,0.289,0.32,0,0.775,23,0,34.8,0.4197,MEDIUM,10.85
W01526,Swiggy,Delivery,Bengaluru,18,22,6.5,1311.0,75.9,0.801,0.303,0.196,0.315,0,0.807,15,0,30.5,0.4132,MEDIUM,11.63
W01527,Uber,Quick_Commerce,Mumbai,38,36,9.5,1443.0,177.3,0.193,0.646,0.229,0.371,0,0.502,18,0,49.8,0.4659,MEDIUM,13.6
W01528,Swiggy,Quick_Commerce,Navi_Mumbai,50,4,3.8,918.0,71.4,0.472,0.162,0.235,0.184,2,0.757,15,1,32.3,0.3178,LOW,10.09
W01529,Swiggy,Ride_Hailing,Hyderabad,50,56,9.2,1334.0,99.7,0.145,0.313,0.375,0.269,0,0.952,19,1,36.5,0.3197,LOW,11.14
